169.910000000,-204.039999999,15.0
174.830000000,-200.350000000,15.0
179.0,-196.420000000,15.0
180.480000000,-193.230000000,15.0
176.790000000,-186.840000000,15.0
176.550000000,-181.680000000,15.0
175.560000000,-172.830000000,15.0
172.860000000,-163.0,15.0
170.650000000,-154.160000000,15.0
168.190000000,-148.260000000,15.0
166.720000000,-139.910000000,15.0
167.460000000,-128.359999999,15.0
167.460000000,-114.840000000,15.0
165.980000000,-108.210000001,15.0
163.280000000,-107.960000001,15.0
162.540000000,-99.6099999994,15.0
160.080000000,-93.9600000009,15.0
158.360000000,-83.1500000004,15.0
156.640000000,-74.3000000007,15.0
154.190000000,-67.1699999999,15.0
150.75,-59.5600000005,15.0
145.100000000,-51.6899999995,15.0
140.180000000,-47.2699999996,15.0
134.530000000,-41.8699999992,15.0
127.650000000,-38.9199999999,15.0
119.540000000,-36.4600000009,15.0
108.240000000,-36.4600000009,15.0
103.320000000,-37.4399999995,15.0
93.25,-38.4299999997,15.0
83.6700000000,-39.6500000004,15.0
78.75,-42.5999999996,15.0
76.3000000000,-46.5299999993,15.0
73.5900000000,-54.4000000004,15.0
70.1500000000,-68.6500000004,15.0
68.4300000001,-76.0199999996,15.0
67.2000000000,-88.3100000005,15.0
68.1899999999,-98.3800000008,15.0
69.9100000000,-106.0,15.0
72.8600000000,-112.630000001,15.0
75.8000000000,-118.279999999,15.0
77.0300000000,-123.199999999,15.0
79.2400000000,-134.990000000,15.0
81.4600000000,-143.350000000,15.0
83.4200000000,-151.699999999,15.0
85.8800000000,-158.090000000,15.0
89.8100000001,-163.990000000,15.0
93.25,-167.920000000,15.0
100.620000000,-174.550000001,15.0
104.550000000,-182.420000000,15.0
105.290000000,-191.020000000,15.0
103.820000000,-198.630000001,15.0
98.6600000000,-204.039999999,15.0
92.5100000000,-210.670000000,15.0
86.8600000000,-218.039999999,15.0
82.1899999999,-223.699999999,15.0
79.2400000000,-232.789999999,15.0
80.9600000000,-239.910000000,15.0
90.3000000000,-251.949999999,15.0
99.4700000000,-258.350000000,15.0
106.690000000,-257.960000001,15.0
111.480000000,-258.680000000,15.0
113.190000000,-259.670000000,15.0
114.870000000,-261.779999999,15.0
117.980000000,-263.539999999,15.0
122.970000000,-263.010000000,15.0
127.650000000,-258.830000000,15.0
131.830000000,-254.160000000,15.0
131.580000000,-254.410000000,15.0
136.990000000,-244.580000000,15.0
140.920000000,-236.960000001,15.0
144.600000000,-229.100000000,15.0
148.290000000,-222.470000001,15.0
152.960000000,-214.850000000,15.0
157.380000000,-210.180000000,15.0
162.540000000,-207.970000001,15.0
-29.0050000000,-221.190146277,20.0
-27.9399999999,-220.060000001,20.0
-25.4600000000,-215.869999999,20.0
-24.4900000000,-211.300000001,20.0
-24.3500000000,-206.180000000,20.0
-25.6700000000,-201.590000000,20.0
-26.6500000000,-196.470000001,20.0
-28.0900000000,-191.220000001,20.0
-29.0050000000,-188.502395210,20.0
176.260000000,-221.680000000,5.0
182.350000000,-218.779999999,5.0
187.700000000,-215.480000000,5.0
191.820000000,-212.800000001,5.0
196.150000000,-209.710000001,5.0
199.450000000,-206.830000000,5.0
203.280000000,-202.510000000,5.0
209.75,-196.109999999,5.0
214.490000000,-191.170000000,5.0
218.400000000,-186.430000000,5.0
222.450000000,-182.439999999,5.0
226.75,-180.800000001,5.0
231.460000000,-179.779999999,5.0
235.970000000,-179.160000000,5.0
239.860000000,-178.550000001,5.0
245.770000000,-177.890000001,5.0
251.060000000,-177.760000000,5.0
257.960000000,-176.910000000,5.0
261.770000000,-176.439999999,5.0
265.270000000,-175.970000001,5.0
272.380000000,-174.890000001,5.0
277.380000000,-173.900000000,5.0
278.004963975,-173.761527590,5.0
174.080000000,-212.359999999,10.0
175.820000000,-211.689999999,10.0
179.520000000,-209.449999999,10.0
184.100000000,-205.990000000,10.0
187.980000000,-202.609999999,10.0
190.75,-198.369999999,10.0
191.110000000,-195.869999999,10.0
194.240000000,-193.279999999,10.0
197.760000000,-190.980000000,10.0
200.490000000,-189.830000000,10.0
203.390000000,-188.770000000,10.0
206.380000000,-186.680000000,10.0
209.450000000,-181.939999999,10.0
211.180000000,-177.210000001,10.0
214.170000000,-173.430000000,10.0
217.880000000,-171.920000000,10.0
221.430000000,-169.939999999,10.0
226.550000000,-168.510000000,10.0
231.050000000,-166.670000000,10.0
235.360000000,-165.230000000,10.0
238.610000000,-164.189999999,10.0
244.170000000,-162.980000000,10.0
249.490000000,-162.160000000,10.0
254.820000000,-161.140000001,10.0
260.140000000,-160.730000000,10.0
265.350000000,-160.380000001,10.0
270.410000000,-160.529999999,10.0
274.360000000,-161.170000000,10.0
278.004963975,-161.941603748,10.0
228.473404437,42.8849999998,5.0
227.540000000,39.3100000005,5.0
226.870000000,33.3399999999,5.0
223.440000000,28.0500000007,5.0
220.030000000,22.4700000007,5.0
216.680000000,16.3300000001,5.0
213.020000000,11.4299999997,5.0
209.820000000,6.17999999970,5.0
206.840000000,0.88000000082,5.0
205.440000000,-4.56000000052,5.0
205.310000000,-5.19999999925,5.0
203.340000000,-11.2200000007,5.0
199.160000000,-15.6899999995,5.0
194.080000000,-19.0800000001,5.0
192.880000000,-19.0800000001,5.0
188.0,-18.8200000003,5.0
183.930000000,-13.7699999996,5.0
183.100000000,-7.81000000052,5.0
185.710000000,-2.13000000082,5.0
187.820000000,3.78999999911,5.0
189.670000000,10.5399999991,5.0
189.5,16.5500000007,5.0
186.630000000,22.0199999996,5.0
182.420000000,26.8399999999,5.0
178.850000000,31.8300000001,5.0
174.240000000,37.1600000001,5.0
167.870000000,39.1099999994,5.0
161.820000000,40.3000000007,5.0
155.350000000,41.5399999991,5.0
149.340000000,41.6799999997,5.0
143.230000000,42.1300000008,5.0
137.090000000,42.2899999991,5.0
130.870000000,41.1300000008,5.0
124.5,40.9199999999,5.0
119.370000000,40.0700000003,5.0
113.820000000,40.0800000001,5.0
108.280000000,40.1899999995,5.0
102.490000000,40.3200000003,5.0
96.7200000000,40.4399999995,5.0
90.5900000000,40.6099999994,5.0
85.4300000001,40.8499999996,5.0
79.7700000000,40.6400000006,5.0
74.7100000000,40.4000000004,5.0
68.8300000000,40.25,5.0
63.3500000000,40.2599999998,5.0
52.5300000000,40.6400000006,5.0
47.2700000000,40.9399999995,5.0
41.9000000000,40.5399999991,5.0
38.1700000000,37.1099999994,5.0
36.8400000000,31.3100000005,5.0
36.5400000000,25.0800000001,5.0
37.25,19.5500000007,5.0
39.5699999999,14.2599999998,5.0
40.8800000000,9.16999999993,5.0
45.5600000001,6.98000000045,5.0
50.5699999999,7.19999999925,5.0
55.9200000000,7.66999999993,5.0
61.2600000000,7.57000000030,5.0
66.6000000000,8.30000000075,5.0
71.7700000000,9.34999999963,5.0
77.4000000000,9.85999999940,5.0
82.6100000000,10.5899999999,5.0
87.8300000000,11.0700000003,5.0
92.8900000000,11.1899999995,5.0
98.0200000000,10.9700000007,5.0
103.200000000,10.6300000008,5.0
108.690000000,10.3499999996,5.0
114.220000000,10.0399999991,5.0
119.970000000,9.74000000022,5.0
125.430000000,9.35999999940,5.0
130.720000000,8.78999999911,5.0
135.940000000,7.36999999918,5.0
141.140000000,6.92999999970,5.0
145.940000000,5.50999999978,5.0
146.190000000,0.720000000671,5.0
151.520000000,-0.480000000447,5.0
157.450000000,-1.85999999940,5.0
162.570000000,-3.24000000022,5.0
163.480000000,-3.67999999970,5.0
163.920000000,-5.16000000015,5.0
163.130000000,-8.91999999993,5.0
163.070000000,-9.08999999985,5.0
158.080000000,-8.33000000007,5.0
152.680000000,-7.88000000082,5.0
147.440000000,-6.43999999948,5.0
142.680000000,-4.72000000067,5.0
137.490000000,-3.65000000037,5.0
132.390000000,-3.21000000089,5.0
126.380000000,-2.88000000082,5.0
120.650000000,-2.58000000007,5.0
115.380000000,-2.16000000015,5.0
109.680000000,-1.72000000067,5.0
104.370000000,-1.43999999948,5.0
99.2700000000,-1.48000000045,5.0
93.6899999999,-1.61999999918,5.0
88.1700000000,-1.92999999970,5.0
82.5500000000,-2.49000000022,5.0
77.2800000000,-2.82000000030,5.0
71.8600000000,-4.16999999993,5.0
64.7900000000,-12.2899999991,5.0
63.0500000000,-17.25,5.0
60.3400000000,-22.3100000005,5.0
59.3000000000,-27.7200000007,5.0
58.4500000000,-33.9700000007,5.0
57.1100000000,-39.5099999998,5.0
55.8500000000,-44.0800000001,5.0
53.8000000000,-48.7699999996,5.0
51.4200000000,-53.2200000007,5.0
48.8500000000,-59.2799999993,5.0
47.9300000001,-64.4600000009,5.0
46.1899999999,-70.4399999995,5.0
45.9399999999,-75.6999999993,5.0
45.5500000000,-80.5600000005,5.0
45.2300000000,-85.9399999995,5.0
46.0400000000,-92.4199999999,5.0
47.1200000000,-98.6300000008,5.0
49.0100000000,-104.570000000,5.0
51.1700000000,-110.510000000,5.0
54.1400000000,-115.630000001,5.0
57.6500000000,-120.220000001,5.0
61.0699999999,-124.260000000,5.0
62.7800000000,-128.5,5.0
63.2300000000,-133.609999999,5.0
62.9600000000,-138.699999999,5.0
62.5600000001,-144.0,5.0
60.4000000000,-149.859999999,5.0
58.2200000000,-154.810000001,5.0
55.8199999999,-160.080000000,5.0
53.6100000000,-166.039999999,5.0
52.0500000000,-171.310000001,5.0
51.8199999999,-176.640000001,5.0
52.7000000000,-181.830000000,5.0
54.1500000000,-187.529999999,5.0
56.1300000000,-192.699999999,5.0
57.7300000000,-197.090000000,5.0
58.5800000000,-202.640000001,5.0
58.5699999999,-208.990000000,5.0
58.8000000000,-215.390000001,5.0
58.3600000000,-221.010000000,5.0
58.3600000000,-225.840000000,5.0
58.5,-231.100000000,5.0
58.5,-235.930000000,5.0
58.6400000000,-241.330000000,5.0
58.0699999999,-246.300000001,5.0
56.0,-250.800000001,5.0
54.4200000000,-256.109999999,5.0
53.4000000000,-261.650000000,5.0
55.2600000000,-265.270000000,5.0
59.8700000000,-267.010000000,5.0
65.8800000000,-267.289999999,5.0
71.4700000000,-268.25,5.0
75.3199999999,-271.340000000,5.0
79.5300000000,-275.210000001,5.0
87.7900000000,-282.119999999,5.0
92.6700000000,-284.820000000,5.0
97.9000000000,-286.0,5.0
104.300000000,-286.0,5.0
109.190000000,-284.650000000,5.0
113.570000000,-281.279999999,5.0
117.780000000,-277.910000000,5.0
121.830000000,-274.369999999,5.0
127.120000000,-270.119999999,5.0
131.170000000,-266.410000000,5.0
135.130000000,-263.240000000,5.0
138.930000000,-259.539999999,5.0
142.440000000,-255.970000001,5.0
146.290000000,-252.600000000,5.0
149.680000000,-248.430000000,5.0
152.680000000,-244.320000000,5.0
156.180000000,-238.550000001,5.0
159.270000000,-234.020000000,5.0
162.980000000,-229.699999999,5.0
166.280000000,-226.600000000,5.0
170.810000000,-224.340000000,5.0
278.004963975,-57.7047948649,10.0
273.780000000,-61.5099999998,10.0
269.0,-65.3699999992,10.0
264.270000000,-69.4399999995,10.0
260.590000000,-71.3100000005,10.0
255.820000000,-73.4600000009,10.0
250.910000000,-76.1600000001,10.0
241.690000000,-83.3000000007,10.0
238.210000000,-87.3599999994,10.0
234.620000000,-91.7699999996,10.0
230.810000000,-95.3900000006,10.0
225.700000000,-97.7400000002,10.0
220.680000000,-99.0500000007,10.0
215.120000000,-99.9000000004,10.0
209.360000000,-100.580000000,10.0
204.110000000,-101.0,10.0
198.760000000,-100.800000001,10.0
193.110000000,-100.960000001,10.0
187.790000000,-102.380000001,10.0
182.870000000,-103.560000001,10.0
177.810000000,-101.680000000,10.0
175.920000000,-96.9800000004,10.0
176.090000000,-91.75,10.0
175.970000000,-86.9499999993,10.0
175.550000000,-82.0500000007,10.0
175.330000000,-76.9000000004,10.0
174.160000000,-71.9000000004,10.0
173.310000000,-66.4100000001,10.0
172.800000000,-61.2899999991,10.0
171.850000000,-55.9299999997,10.0
169.940000000,-51.1300000008,10.0
165.660000000,-48.1400000006,10.0
160.790000000,-45.2400000002,10.0
156.370000000,-42.7400000002,10.0
151.480000000,-39.4600000009,10.0
146.600000000,-36.2599999998,10.0
142.050000000,-33.3100000005,10.0
137.490000000,-30.7300000004,10.0
131.970000000,-28.5700000003,10.0
126.820000000,-27.1300000008,10.0
120.980000000,-25.6500000004,10.0
114.900000000,-24.1199999992,10.0
109.470000000,-22.2699999996,10.0
104.240000000,-21.9700000007,10.0
98.8600000000,-22.0399999991,10.0
93.6000000000,-23.2200000007,10.0
88.2000000000,-24.1699999999,10.0
83.3800000000,-26.1699999999,10.0
77.9900000000,-29.2899999991,10.0
73.9700000000,-33.2300000004,10.0
71.0300000000,-38.0700000003,10.0
69.4000000000,-42.8599999994,10.0
68.4100000000,-46.8800000008,10.0
66.7200000000,-53.2799999993,10.0
65.4800000000,-58.5199999996,10.0
63.8900000000,-64.4600000009,10.0
62.5699999999,-69.7799999993,10.0
61.0800000000,-75.6799999997,10.0
60.4000000000,-80.6400000006,10.0
59.8900000000,-86.9600000009,10.0
59.5400000000,-91.6099999994,10.0
61.1500000000,-100.25,10.0
62.2300000000,-104.840000000,10.0
64.9300000001,-109.430000000,10.0
68.4100000000,-114.279999999,10.0
72.0699999999,-119.580000000,10.0
73.8000000000,-124.560000001,10.0
75.2000000000,-129.910000000,10.0
75.7200000000,-136.080000000,10.0
76.8300000000,-141.080000000,10.0
77.8400000000,-147.480000000,10.0
78.8500000000,-152.580000000,10.0
79.5,-157.830000000,10.0
79.5600000001,-163.859999999,10.0
80.2000000000,-169.220000001,10.0
80.9900000000,-175.150000000,10.0
83.3700000000,-180.210000001,10.0
83.7400000000,-185.730000000,10.0
82.3000000000,-190.050000001,10.0
79.25,-195.010000000,10.0
76.0900000000,-198.970000001,10.0
73.4600000000,-203.260000000,10.0
70.4300000001,-208.310000001,10.0
68.1400000000,-213.330000000,10.0
66.7600000000,-219.050000001,10.0
65.3500000000,-223.949999999,10.0
63.8199999999,-228.840000000,10.0
62.6899999999,-233.75,10.0
62.1899999999,-239.0,10.0
63.1300000000,-244.470000001,10.0
65.4600000000,-249.410000000,10.0
68.1899999999,-253.619999999,10.0
71.2700000000,-257.850000000,10.0
73.8500000000,-262.480000000,10.0
75.9600000000,-267.510000000,10.0
79.0500000000,-271.470000001,10.0
83.3700000000,-275.689999999,10.0
87.8500000000,-279.510000000,10.0
92.3300000000,-282.240000000,10.0
97.7900000000,-283.770000000,10.0
103.300000000,-284.029999999,10.0
108.440000000,-282.400000000,10.0
113.050000000,-278.810000001,10.0
116.600000000,-274.539999999,10.0
121.490000000,-270.330000000,10.0
125.620000000,-266.820000000,10.0
129.990000000,-263.080000000,10.0
133.450000000,-258.529999999,10.0
136.150000000,-254.490000000,10.0
138.570000000,-249.680000000,10.0
140.740000000,-245.070000000,10.0
143.820000000,-240.160000000,10.0
146.160000000,-235.510000000,10.0
148.530000000,-230.359999999,10.0
151.730000000,-225.550000001,10.0
159.830000000,-218.480000000,10.0
165.220000000,-216.109999999,10.0
166.960000000,-215.400000000,10.0
167.380000000,-215.189999999,10.0
-29.0050000000,-156.909240506,15.0
-26.6500000000,-163.070000000,15.0
-24.6300000000,-168.359999999,15.0
-21.9500000000,-173.869999999,15.0
-20.0100000000,-179.369999999,15.0
-18.0600000001,-184.039999999,15.0
-15.8100000001,-190.25,15.0
-14.8100000001,-195.210000001,15.0
-14.1000000000,-198.730000000,15.0
-14.1000000000,-203.420000000,15.0
-15.0400000000,-207.640000001,15.0
-16.6800000001,-212.789999999,15.0
-19.9600000000,-217.010000000,15.0
-23.5900000000,-221.410000000,15.0
-27.7900000000,-224.939999999,15.0
-29.0050000000,-226.248000000,15.0
-29.0050000000,-137.029662921,10.0
-27.4500000000,-139.930000000,10.0
-25.5100000000,-144.609999999,10.0
-22.7000000000,-150.300000001,10.0
-19.6800000001,-157.320000000,10.0
-18.0900000000,-162.170000000,10.0
-15.4900000000,-168.859999999,10.0
-13.3900000000,-175.320000000,10.0
-11.6100000000,-181.140000001,10.0
-9.67000000004,-186.150000000,10.0
-7.98999999999,-192.199999999,10.0
-7.27000000002,-197.350000000,10.0
-7.06000000006,-202.289999999,10.0
-8.01000000001,-206.699999999,10.0
-10.0100000000,-211.740000000,10.0
-13.7000000000,-217.220000001,10.0
-16.7300000000,-221.300000001,10.0
-20.4000000000,-225.609999999,10.0
-25.1300000000,-229.710000001,10.0
-29.0050000000,-233.400476191,10.0
-29.0050000000,-86.8076943004,5.0
-28.1400000000,-89.0800000001,5.0
-26.1800000001,-93.75,5.0
-23.6400000000,-98.6500000004,5.0
-22.4000000000,-103.640000001,5.0
-20.0100000000,-108.410000000,5.0
-18.3600000000,-113.689999999,5.0
-17.2400000000,-119.449999999,5.0
-13.9100000000,-125.490000000,5.0
-8.55000000005,-127.240000000,5.0
-2.52000000002,-127.5,5.0
2.81999999995,-128.520000000,5.0
7.59999999998,-131.220000001,5.0
10.8300000000,-141.550000001,5.0
13.0,-146.340000000,5.0
16.2800000000,-150.880000001,5.0
19.0900000000,-155.050000001,5.0
20.2700000000,-160.050000001,5.0
22.0,-165.789999999,5.0
23.8400000000,-171.060000001,5.0
25.5400000000,-175.789999999,5.0
27.9100000000,-181.230000000,5.0
30.3100000001,-186.260000000,5.0
32.3400000000,-192.910000000,5.0
34.1400000000,-197.619999999,5.0
35.6899999999,-202.400000000,5.0
37.1899999999,-207.520000000,5.0
37.8100000001,-213.800000001,5.0
37.1400000000,-219.090000000,5.0
35.2900000000,-223.859999999,5.0
33.0200000000,-228.570000000,5.0
31.5900000000,-233.789999999,5.0
29.8800000000,-238.880000001,5.0
28.8600000000,-243.920000000,5.0
31.3100000001,-248.320000000,5.0
34.9700000000,-251.880000001,5.0
33.7900000000,-257.140000001,5.0
31.1700000000,-261.430000000,5.0
28.4300000001,-266.060000001,5.0
25.5,-270.510000000,5.0
23.25,-275.260000000,5.0
21.2300000000,-279.910000000,5.0
18.3199999999,-284.480000000,5.0
14.75,-288.740000000,5.0
13.7944911017,-290.151962194,5.0
119.480000000,-169.510000000,20.0
116.390000000,-169.080000000,20.0
111.740000000,-166.410000000,20.0
107.680000000,-163.180000000,20.0
104.710000000,-158.980000000,20.0
101.710000000,-154.680000000,20.0
99.0200000000,-150.199999999,20.0
95.2200000000,-145.050000001,20.0
92.3400000000,-139.859999999,20.0
90.3700000000,-135.560000001,20.0
88.5800000000,-130.359999999,20.0
87.5,-126.410000000,20.0
86.3300000000,-121.619999999,20.0
84.8600000000,-116.740000000,20.0
83.2200000000,-111.390000001,20.0
82.4700000000,-106.180000000,20.0
82.2300000000,-100.770000000,20.0
82.1899999999,-95.2200000007,20.0
82.4700000000,-89.9700000007,20.0
83.75,-84.5600000005,20.0
85.3400000000,-79.1699999999,20.0
87.7900000000,-73.4100000001,20.0
90.8199999999,-69.2899999991,20.0
99.4300000001,-63.0899999999,20.0
103.120000000,-61.1999999993,20.0
107.670000000,-60.8699999992,20.0
112.560000000,-62.5500000007,20.0
117.970000000,-64.9399999995,20.0
130.590000000,-70.9800000004,20.0
134.770000000,-75.3499999996,20.0
137.25,-80.0,20.0
138.710000000,-85.0,20.0
140.180000000,-90.1899999995,20.0
141.570000000,-95.1099999994,20.0
142.820000000,-100.350000000,20.0
143.930000000,-105.470000001,20.0
144.340000000,-110.490000000,20.0
144.350000000,-115.590000000,20.0
144.900000000,-120.689999999,20.0
145.950000000,-125.869999999,20.0
146.170000000,-130.770000000,20.0
146.0,-136.430000000,20.0
146.260000000,-141.510000000,20.0
146.260000000,-145.800000001,20.0
146.770000000,-151.020000000,20.0
145.800000000,-155.0,20.0
143.630000000,-159.539999999,20.0
140.420000000,-164.170000000,20.0
137.25,-168.850000000,20.0
131.860000000,-170.789999999,20.0
127.560000000,-170.480000000,20.0
278.004963975,-120.320505043,15.0
277.300000000,-121.930000000,15.0
273.340000000,-128.490000000,15.0
273.670000000,-133.710000001,15.0
274.380000000,-139.260000000,15.0
275.860000000,-145.400000000,15.0
278.004963975,-147.303763207,15.0
93.4200000000,-86.25,23.0
97.3900000000,-85.2200000007,23.0
101.850000000,-86.4299999997,23.0
103.610000000,-91.4100000001,23.0
103.330000000,-95.8800000008,23.0
102.650000000,-99.0299999993,23.0
102.640000000,-99.0800000001,23.0
102.540000000,-101.840000000,23.0
102.480000000,-104.520000000,23.0
102.090000000,-107.039999999,23.0
99.6000000000,-111.630000001,23.0
94.9800000000,-113.970000001,23.0
91.4500000000,-112.430000000,23.0
89.4800000000,-108.660000000,23.0
88.9399999999,-103.640000001,23.0
89.1200000000,-97.0099999998,23.0
89.6500000000,-92.1699999999,23.0
90.2600000000,-89.3800000008,23.0
92.0200000000,-87.5399999991,23.0
93.4200000000,-86.25,23.0
72.9800000000,-69.2200000007,16.0
71.9100000000,-73.8800000008,16.0
70.6500000000,-78.3699999992,16.0
70.1100000000,-84.2799999993,16.0
69.9300000001,-89.8399999999,16.0
70.2900000000,-95.2200000007,16.0
71.3700000000,-101.310000001,16.0
72.8000000000,-104.900000000,16.0
74.7800000000,-108.840000000,16.0
76.3900000000,-113.150000000,16.0
78.0,-118.880000001,16.0
79.2600000000,-123.539999999,16.0
80.5100000000,-129.640000001,16.0
81.4100000000,-134.840000000,16.0
82.8400000000,-140.400000000,16.0
83.7400000000,-144.880000001,16.0
85.5300000000,-149.720000001,16.0
87.1500000000,-154.020000000,16.0
88.9399999999,-157.25,16.0
92.1600000000,-161.369999999,16.0
96.2900000000,-166.390000001,16.0
102.380000000,-172.310000001,16.0
104.890000000,-176.970000001,16.0
106.810000000,-183.570000000,16.0
